Ticket purchase time,Phone Number,Ticket price,no of tickets,Type of tikcet
"Dec 17, 2022  19:46:51",8946669592,20,1,one way
"Dec 17, 2022  20:04:25",6584563034,20,1,one way
"Dec 17, 2022  20:31:21",6852379936,5,1,one way
"Dec 17, 2022  20:39:50",7371851936,20,1,one way
"Dec 17, 2022  20:54:23",7908905431,20,1,one way
"Dec 17, 2022  22:27:50",8502076475,5,1,one way
"Dec 17, 2022  22:39:22",6748415166,5,1,one way
"Dec 17, 2022  22:42:14",6738316204,5,1,one way
"Dec 18, 2022  01:08:33",7548546278,5,1,one way
"Dec 18, 2022  01:10:08",8319644760,5,1,one way
"Dec 18, 2022  01:27:50",6799585841,10,1,one way
"Dec 18, 2022  01:49:44",8037246108,20,1,one way
"Dec 18, 2022  03:24:03",7071999382,10,1,one way
"Dec 18, 2022  04:15:45",7621740130,10,1,one way
"Dec 18, 2022  05:03:59",9774687648,20,1,one way
"Dec 18, 2022  06:36:43",7540222109,5,1,one way
"Dec 18, 2022  07:01:47",9128127260,5,1,one way
"Dec 18, 2022  07:08:24",6774060503,36,2,return
"Dec 18, 2022  07:13:09",8501249029,80,4,one way
"Dec 18, 2022  07:24:40",8423731759,5,1,one way
"Dec 18, 2022  07:39:56",8491503222,216,6,return
"Dec 18, 2022  07:51:19",7915243646,20,1,one way
"Dec 18, 2022  07:53:54",9756642730,36,4,return
"Dec 18, 2022  08:07:18",9514749474,5,1,one way
"Dec 18, 2022  08:12:12",9529932916,10,1,one way
"Dec 18, 2022  09:00:35",6623732612,10,1,one way
"Dec 18, 2022  09:34:51",9508801117,20,1,one way
"Dec 18, 2022  09:45:39",9688967046,10,1,one way
"Dec 18, 2022  09:54:26",9032179720,5,1,one way
"Dec 18, 2022  10:06:58",7064928983,20,1,one way
"Dec 18, 2022  10:07:32",8949492187,60,6,one way
"Dec 18, 2022  10:25:49",7786970661,20,1,one way
"Dec 18, 2022  10:29:08",9643371591,20,1,one way
"Dec 18, 2022  10:54:29",7142600095,5,1,one way
"Dec 18, 2022  10:58:48",8041497094,10,1,one way
"Dec 18, 2022  11:19:58",8987234840,5,1,one way
"Dec 18, 2022  11:50:56",6902861281,10,2,one way
"Dec 18, 2022  11:59:25",7140572290,20,1,one way
"Dec 18, 2022  12:17:34",7151058245,60,6,one way
"Dec 18, 2022  12:57:53",8454701034,90,5,return
"Dec 18, 2022  13:05:05",9075006146,20,1,one way
"Dec 18, 2022  13:19:21",6951066560,30,3,one way
"Dec 18, 2022  13:32:01",8946590895,80,4,one way
"Dec 18, 2022  13:34:02",7511929458,10,1,one way
"Dec 18, 2022  14:38:15",9683657075,5,1,one way
"Dec 18, 2022  15:33:59",8944226333,30,3,one way
"Dec 18, 2022  16:44:07",8609775775,5,1,one way
"Dec 18, 2022  17:08:53",8632501916,5,1,one way
"Dec 18, 2022  17:12:46",8840139887,25,5,one way
"Dec 18, 2022  17:25:44",7523284355,10,1,one way
"Dec 18, 2022  17:33:56",9530034222,36,4,return
"Dec 18, 2022  18:03:45",8836591967,108,3,return
"Dec 18, 2022  18:05:46",9360072234,20,1,one way
"Dec 18, 2022  18:32:07",6667832871,20,1,one way
"Dec 18, 2022  18:56:27",6775357313,5,1,one way
"Dec 18, 2022  19:06:49",8132541641,80,4,one way
"Dec 18, 2022  19:33:27",8592486737,90,5,return
"Dec 18, 2022  20:05:43",6828933690,9,1,return
"Dec 18, 2022  20:58:08",9172614474,216,6,return
"Dec 18, 2022  21:06:46",9507422176,80,4,one way
"Dec 18, 2022  21:36:17",7873845029,108,3,return
"Dec 18, 2022  21:54:35",7629326919,36,2,return
"Dec 19, 2022  01:01:38",6574710736,10,1,one way
"Dec 19, 2022  01:25:06",9349172583,20,1,one way
"Dec 19, 2022  02:25:09",6791817120,20,1,one way
"Dec 19, 2022  02:49:12",6755867972,20,1,one way
"Dec 19, 2022  02:49:38",9366324324,20,1,one way
"Dec 19, 2022  02:50:47",8726263349,20,1,one way
"Dec 19, 2022  03:25:12",9453399549,20,1,one way
"Dec 19, 2022  04:09:07",9637105783,60,6,one way
"Dec 19, 2022  04:24:40",7194839425,20,1,one way
"Dec 19, 2022  04:47:51",6743579676,20,1,one way
"Dec 19, 2022  05:14:56",8476146374,5,1,one way
"Dec 19, 2022  05:43:52",7620736054,10,1,one way
"Dec 19, 2022  05:50:38",9688625100,20,1,one way
"Dec 19, 2022  06:09:22",7754008803,10,1,one way
"Dec 19, 2022  06:09:48",9394563696,20,1,one way
"Dec 19, 2022  06:31:58",9770233340,20,1,one way
"Dec 19, 2022  06:36:09",7118577563,5,1,one way
"Dec 19, 2022  06:57:53",7870101599,20,1,one way
"Dec 19, 2022  07:26:41",7588086511,30,3,one way
"Dec 19, 2022  08:03:07",7824530462,20,1,one way
"Dec 19, 2022  08:45:45",7712988591,5,1,one way
"Dec 19, 2022  09:32:59",7235000578,5,1,one way
"Dec 19, 2022  11:23:17",8661841530,20,1,one way
"Dec 19, 2022  12:20:10",8232046630,36,4,return
"Dec 19, 2022  12:24:55",9089236957,10,1,one way
"Dec 19, 2022  12:48:40",8260715530,216,6,return
"Dec 19, 2022  12:56:18",8691053981,10,1,one way
"Dec 19, 2022  14:18:32",7978701588,20,1,one way
"Dec 19, 2022  14:37:32",9294773904,10,2,one way
"Dec 19, 2022  15:40:36",6967021903,80,4,one way
"Dec 19, 2022  17:30:20",6552670579,10,1,one way
"Dec 19, 2022  19:41:14",9459054531,10,1,one way
"Dec 19, 2022  20:02:33",7065784409,25,5,one way
"Dec 19, 2022  20:12:12",7665445687,90,5,return
"Dec 19, 2022  21:32:41",7728646845,20,1,one way
"Dec 19, 2022  21:50:07",7611169321,20,1,one way
"Dec 19, 2022  21:54:26",6957363573,108,3,return
"Dec 19, 2022  22:10:16",7569509125,36,2,return
"Dec 19, 2022  22:12:26",6851015919,5,1,one way
"Dec 19, 2022  22:16:45",8253950850,36,2,return
"Dec 20, 2022  01:44:50",9287801669,108,3,return
"Dec 20, 2022  02:22:42",7459420433,10,1,one way
"Dec 20, 2022  02:23:00",8759058048,25,5,one way
"Dec 20, 2022  02:41:00",9630372867,10,1,one way
"Dec 20, 2022  02:41:08",9171829091,20,1,one way
"Dec 20, 2022  02:58:42",7350849583,5,1,one way
"Dec 20, 2022  03:48:14",7401122859,36,2,return
"Dec 20, 2022  04:02:12",9102706295,10,1,one way
"Dec 20, 2022  04:32:10",8465553251,20,1,one way
"Dec 20, 2022  04:41:14",8282791570,5,1,one way
"Dec 20, 2022  04:56:56",8785434601,10,1,one way
"Dec 20, 2022  05:06:26",6985105634,10,1,one way
"Dec 20, 2022  05:14:30",8608588641,5,1,one way
"Dec 20, 2022  06:17:08",8030344555,80,4,one way
"Dec 20, 2022  06:54:00",7169998374,20,1,one way
"Dec 20, 2022  07:35:11",6655138370,10,1,one way
"Dec 20, 2022  07:37:47",9304733359,90,5,return
"Dec 20, 2022  07:44:15",6821650074,10,1,one way
"Dec 20, 2022  07:45:33",8730235513,5,1,one way
"Dec 20, 2022  08:22:16",7448512578,20,1,one way
"Dec 20, 2022  08:23:34",8355657542,5,1,one way
"Dec 20, 2022  09:31:58",8294762760,10,1,one way
"Dec 20, 2022  09:56:10",8777276489,90,5,return
"Dec 20, 2022  10:01:38",8922393084,36,2,return
"Dec 20, 2022  10:28:34",8789538637,20,1,one way
"Dec 20, 2022  10:45:33",9837294957,9,1,return
"Dec 20, 2022  10:51:45",8622066798,5,1,one way
"Dec 20, 2022  11:09:10",7591381338,5,1,one way
"Dec 20, 2022  11:17:48",7723487243,9,1,return
"Dec 20, 2022  12:26:12",8329436023,5,1,one way
"Dec 20, 2022  12:46:39",9656323970,20,1,one way
"Dec 20, 2022  13:21:22",7694415007,10,1,one way
"Dec 20, 2022  13:29:43",7971224910,60,6,one way
"Dec 20, 2022  13:58:05",9135400530,20,1,one way
"Dec 20, 2022  14:11:11",7396485280,5,1,one way
"Dec 20, 2022  14:28:11",8041442951,10,1,one way
"Dec 20, 2022  14:31:29",7896276340,20,1,one way
"Dec 20, 2022  14:51:13",9576699466,20,1,one way
"Dec 20, 2022  15:05:46",7079982781,10,1,one way
"Dec 20, 2022  15:15:42",7979645700,20,1,one way
"Dec 20, 2022  15:31:58",7188485332,10,1,one way
"Dec 20, 2022  15:39:19",8900148732,20,1,one way
"Dec 20, 2022  16:06:40",9057144529,20,1,one way
"Dec 20, 2022  16:18:37",7478657327,5,1,one way
"Dec 20, 2022  16:44:50",7856157967,10,1,one way
"Dec 20, 2022  17:31:03",8281457819,5,1,one way
"Dec 20, 2022  17:32:47",7142569307,5,1,one way
"Dec 20, 2022  18:19:00",7169807138,10,1,one way
"Dec 20, 2022  18:38:27",7823768072,5,1,one way
"Dec 20, 2022  18:44:56",7003423428,30,3,one way
"Dec 20, 2022  19:30:26",7572676900,10,1,one way
"Dec 20, 2022  20:06:35",6812229833,10,1,one way
"Dec 20, 2022  20:09:27",7388376554,5,1,one way
"Dec 20, 2022  20:18:32",8123119798,36,2,return
"Dec 20, 2022  20:35:31",9731327543,10,1,one way
"Dec 20, 2022  21:03:45",9049056142,10,1,one way
"Dec 20, 2022  22:19:55",9247997066,80,4,one way
"Dec 20, 2022  22:26:41",6775782399,20,1,one way
"Dec 20, 2022  22:42:14",7151349986,5,1,one way
"Dec 21, 2022  01:05:40",9389121562,20,1,one way
"Dec 21, 2022  02:21:24",6849197530,10,1,one way
"Dec 21, 2022  02:56:15",7747285210,30,3,one way
"Dec 21, 2022  03:05:11",9588698735,5,1,one way
"Dec 21, 2022  03:21:45",8131579301,20,1,one way
"Dec 21, 2022  04:08:59",8965233904,108,3,return
"Dec 21, 2022  04:38:04",8056680888,10,1,one way
"Dec 21, 2022  05:15:39",8956170303,20,1,one way
"Dec 21, 2022  05:25:09",6646333517,10,1,one way
"Dec 21, 2022  05:29:46",9736417622,20,1,one way
"Dec 21, 2022  05:34:13",7637642286,80,4,one way
"Dec 21, 2022  05:40:25",7523884815,5,1,one way
"Dec 21, 2022  05:43:44",7207515940,20,1,one way
"Dec 21, 2022  06:02:44",8592602468,20,1,one way
"Dec 21, 2022  06:05:11",9118697624,80,4,one way
"Dec 21, 2022  06:21:53",8996245786,20,1,one way
"Dec 21, 2022  06:56:10",9496466792,90,5,return
"Dec 21, 2022  07:08:15",7966403492,10,1,one way
"Dec 21, 2022  08:16:05",8720333214,90,5,return
"Dec 21, 2022  08:30:03",8008370768,108,3,return
"Dec 21, 2022  08:35:57",7701754287,5,1,one way
"Dec 21, 2022  08:37:41",8974266649,5,1,one way
"Dec 21, 2022  09:09:39",6628981020,5,1,one way
"Dec 21, 2022  09:19:18",8336775641,25,5,one way
"Dec 21, 2022  09:23:46",6772418533,20,1,one way
"Dec 21, 2022  09:31:15",8770427123,20,1,one way
"Dec 21, 2022  10:06:23",9484449681,10,1,one way
"Dec 21, 2022  10:13:26",9765472076,20,1,one way
"Dec 21, 2022  10:17:28",6577788463,20,1,one way
"Dec 21, 2022  10:38:38",9001821142,30,3,one way
"Dec 21, 2022  11:14:12",7731472445,216,6,return
"Dec 21, 2022  11:44:18",9299762438,20,1,one way
"Dec 21, 2022  12:10:57",7355446176,5,1,one way
"Dec 21, 2022  12:27:39",7345481300,5,1,one way
"Dec 21, 2022  12:43:03",8695612370,20,1,one way
"Dec 21, 2022  13:11:00",9288510330,60,6,one way
"Dec 21, 2022  13:25:41",7185831108,20,1,one way
"Dec 21, 2022  13:33:01",6571587112,80,4,one way
"Dec 21, 2022  13:43:06",9803624904,108,3,return
"Dec 21, 2022  17:11:54",6802622220,20,1,one way
"Dec 21, 2022  17:15:48",8324140309,90,5,return
"Dec 21, 2022  18:13:24",6601246213,216,6,return
"Dec 21, 2022  18:34:08",9650249211,10,1,one way
"Dec 21, 2022  20:03:59",7119767044,5,1,one way
"Dec 21, 2022  20:29:54",8103095437,10,1,one way
"Dec 21, 2022  21:06:55",6721081231,10,1,one way
"Dec 21, 2022  21:40:19",9103398283,10,1,one way
"Dec 21, 2022  21:57:19",8924535033,10,1,one way
"Dec 21, 2022  22:22:39",8146716233,5,1,one way
"Dec 21, 2022  22:37:38",8051752320,80,4,one way
"Dec 22, 2022  01:49:09",9575251056,80,4,one way
"Dec 22, 2022  02:19:15",8007205992,10,1,one way
"Dec 22, 2022  02:46:28",7308657871,5,1,one way
"Dec 22, 2022  03:06:03",8362027449,90,5,return
"Dec 22, 2022  04:05:31",9679167606,5,1,one way
"Dec 22, 2022  04:08:15",7733217942,20,1,one way
"Dec 22, 2022  04:14:10",9715878678,20,1,one way
"Dec 22, 2022  05:23:34",9054621972,10,1,one way
"Dec 22, 2022  06:05:11",8181171986,20,1,one way
"Dec 22, 2022  06:18:52",9243549295,20,1,one way
"Dec 22, 2022  06:20:36",8389088086,5,1,one way
"Dec 22, 2022  06:33:42",6898208233,5,1,one way
"Dec 22, 2022  06:55:09",7450768329,20,1,one way
"Dec 22, 2022  07:28:42",8396531267,5,1,one way
"Dec 22, 2022  07:32:01",7301394124,20,1,one way
"Dec 22, 2022  07:36:55",9056704673,10,1,one way
"Dec 22, 2022  07:42:40",9647561872,5,1,one way
"Dec 22, 2022  07:51:53",9597103194,5,1,one way
"Dec 22, 2022  08:01:32",7755757973,20,1,one way
"Dec 22, 2022  08:12:37",7787523710,5,1,one way
"Dec 22, 2022  08:30:12",9039441081,36,4,return
"Dec 22, 2022  08:46:02",9690822784,20,1,one way
"Dec 22, 2022  09:02:53",9791112424,20,1,one way
"Dec 22, 2022  10:09:59",7309426722,5,1,one way
"Dec 22, 2022  10:28:16",9334109987,10,1,one way
"Dec 22, 2022  10:43:58",8084226396,5,1,one way
"Dec 22, 2022  11:56:33",9504221064,5,1,one way
"Dec 22, 2022  12:32:41",8644080811,20,1,one way
"Dec 22, 2022  13:37:03",9728674807,5,1,one way
"Dec 22, 2022  13:48:09",7674621799,80,4,one way
"Dec 22, 2022  13:49:44",9805422604,5,1,one way
"Dec 22, 2022  14:29:11",6737519871,5,1,one way
"Dec 22, 2022  15:04:28",8252367420,10,1,one way
"Dec 22, 2022  16:39:39",8554598555,5,1,one way
"Dec 22, 2022  16:42:06",6989816934,108,3,return
"Dec 22, 2022  16:51:10",7521036786,10,1,one way
"Dec 22, 2022  17:43:26",8317210141,5,1,one way
"Dec 22, 2022  18:40:02",6742396265,20,1,one way
"Dec 22, 2022  19:44:50",9426432891,5,1,one way
"Dec 22, 2022  19:53:02",8972254337,20,1,one way
"Dec 22, 2022  20:01:24",9486384772,5,1,one way
"Dec 22, 2022  21:08:47",7751590126,5,1,one way
"Dec 22, 2022  21:14:07",7118077526,90,5,return
"Dec 23, 2022  01:11:34",9273385765,10,1,one way
"Dec 23, 2022  01:16:45",9659180969,5,1,one way
"Dec 23, 2022  01:37:38",9721368098,5,1,one way
"Dec 23, 2022  02:03:50",6662487995,20,1,one way
"Dec 23, 2022  02:16:05",6900457651,5,1,one way
"Dec 23, 2022  02:35:23",6722115091,5,1,one way
"Dec 23, 2022  02:54:14",8371326810,20,1,one way
"Dec 23, 2022  03:20:10",7556887012,20,1,one way
"Dec 23, 2022  03:37:26",9107428178,20,1,one way
"Dec 23, 2022  03:50:15",9472305851,20,1,one way
"Dec 23, 2022  03:52:08",9100868976,216,6,return
"Dec 23, 2022  05:51:13",6564275871,10,1,one way
"Dec 23, 2022  05:52:31",6819233295,5,1,one way
"Dec 23, 2022  05:55:32",7947032995,30,3,one way
"Dec 23, 2022  06:18:43",9474927877,20,1,one way
"Dec 23, 2022  07:10:42",8285839654,5,1,one way
"Dec 23, 2022  07:30:43",7651289428,10,1,one way
"Dec 23, 2022  08:04:08",6595563835,20,1,one way
"Dec 23, 2022  08:10:36",6856793258,10,1,one way
"Dec 23, 2022  08:33:22",6785189279,5,1,one way
"Dec 23, 2022  09:38:10",6995515925,5,1,one way
"Dec 23, 2022  09:44:12",6766921129,90,5,return
"Dec 23, 2022  11:37:06",7081546741,20,1,one way
"Dec 23, 2022  13:17:37",9804292477,10,1,one way
"Dec 23, 2022  13:50:27",7397676744,5,1,one way
"Dec 23, 2022  15:45:48",9494280700,20,1,one way
"Dec 23, 2022  16:27:07",8280398423,108,3,return
"Dec 23, 2022  17:08:36",9410212323,20,1,one way
"Dec 23, 2022  18:36:43",7187155879,20,1,one way
"Dec 23, 2022  18:41:02",7975857969,10,1,one way
"Dec 23, 2022  18:45:22",9183097431,36,4,return
"Dec 23, 2022  19:17:54",6830713293,30,3,one way
"Dec 23, 2022  19:35:54",6879194032,5,1,one way
"Dec 23, 2022  20:39:16",9024121320,20,1,one way
"Dec 23, 2022  21:06:46",6679176182,20,1,one way
"Dec 23, 2022  21:11:31",6994023253,10,1,one way
"Dec 24, 2022  01:22:13",7217202260,36,4,return
"Dec 24, 2022  01:42:40",6673201206,20,1,one way
"Dec 24, 2022  02:55:58",7803891301,5,1,one way
"Dec 24, 2022  03:05:11",7376934663,5,1,one way
"Dec 24, 2022  03:24:55",7801473238,20,1,one way
"Dec 24, 2022  03:41:28",6893456341,5,1,one way
"Dec 24, 2022  05:12:03",9848530054,20,1,one way
"Dec 24, 2022  05:12:12",7879838385,10,1,one way
"Dec 24, 2022  05:15:13",9806872231,5,1,one way
"Dec 24, 2022  05:42:09",7023451507,5,1,one way
"Dec 24, 2022  05:52:22",6787281499,20,1,one way
"Dec 24, 2022  05:55:24",9096353119,90,5,return
"Dec 24, 2022  06:07:38",9248712438,10,1,one way
"Dec 24, 2022  06:37:00",7785684876,20,1,one way
"Dec 24, 2022  06:52:51",6741025388,5,1,one way
"Dec 24, 2022  07:30:09",8515153127,20,1,one way
"Dec 24, 2022  07:43:49",8163297586,5,1,one way
"Dec 24, 2022  08:40:25",8766013287,5,1,one way
"Dec 24, 2022  08:49:29",8726495528,10,1,one way
"Dec 24, 2022  08:59:43",6962051481,10,1,one way
"Dec 24, 2022  10:18:55",7773049562,5,1,one way
"Dec 24, 2022  10:44:15",7589779344,5,1,one way
"Dec 24, 2022  11:30:46",7428968923,10,2,one way
"Dec 24, 2022  12:08:04",8744174629,5,1,one way
"Dec 24, 2022  12:46:31",8272744042,5,1,one way
"Dec 24, 2022  12:58:02",6804054047,5,1,one way
"Dec 24, 2022  13:06:32",9099264391,80,4,one way
"Dec 24, 2022  13:29:25",8639798319,60,6,one way
"Dec 24, 2022  13:31:52",8212567151,10,1,one way
"Dec 24, 2022  13:48:26",7053253376,25,5,one way
"Dec 24, 2022  13:59:48",6935616297,36,2,return
"Dec 24, 2022  13:59:57",7441800062,20,1,one way
"Dec 24, 2022  14:15:04",6574245705,10,1,one way
"Dec 24, 2022  14:19:32",7583554008,10,1,one way
"Dec 24, 2022  14:37:24",7786860832,20,1,one way
"Dec 24, 2022  14:47:54",6820925818,20,1,one way
"Dec 24, 2022  15:29:48",7156573987,10,1,one way
"Dec 24, 2022  16:43:32",7863379425,30,3,one way
"Dec 24, 2022  16:45:42",8754808559,108,3,return
"Dec 24, 2022  17:45:27",7494076988,5,1,one way
"Dec 24, 2022  18:14:50",8919117394,10,2,one way
"Dec 24, 2022  19:46:16",8725809749,10,1,one way
"Dec 24, 2022  19:53:46",7159593266,20,1,one way
"Dec 24, 2022  19:58:48",7526331055,9,1,return
"Dec 24, 2022  20:18:49",8175505232,20,1,one way
"Dec 24, 2022  20:22:51",8209979989,9,1,return
"Dec 24, 2022  21:13:58",9745741926,10,1,one way
"Dec 24, 2022  21:27:04",9691684917,36,4,return
"Dec 24, 2022  22:27:16",7523477673,20,1,one way
"Dec 24, 2022  22:35:28",9004861984,20,1,one way
"Dec 25, 2022  01:04:13",8430513198,36,2,return
"Dec 25, 2022  01:24:40",9622232426,20,1,one way
"Dec 25, 2022  01:50:53",8920011509,60,6,one way
"Dec 25, 2022  03:39:10",9361737854,20,1,one way
"Dec 25, 2022  03:57:19",8879416137,90,5,return
"Dec 25, 2022  05:46:54",8178151507,10,2,one way
"Dec 25, 2022  06:27:13",9368820406,216,6,return
"Dec 25, 2022  08:04:42",9114524283,36,2,return
"Dec 25, 2022  08:20:07",7043132514,10,1,one way
"Dec 25, 2022  08:33:04",7512644522,20,1,one way
"Dec 25, 2022  08:43:00",8213931949,5,1,one way
"Dec 25, 2022  08:50:56",8138851208,5,1,one way
"Dec 25, 2022  08:59:43",7015549844,5,1,one way
"Dec 25, 2022  09:39:01",8845743549,10,1,one way
"Dec 25, 2022  10:02:30",7261265394,10,1,one way
"Dec 25, 2022  10:34:11",6773260496,90,5,return
"Dec 25, 2022  10:49:44",7872455213,5,1,one way
"Dec 25, 2022  11:09:01",9397137608,36,4,return
"Dec 25, 2022  11:56:59",6721379048,20,1,one way
"Dec 25, 2022  12:08:04",8121640501,20,1,one way
"Dec 25, 2022  12:28:48",8379278900,10,1,one way
"Dec 25, 2022  12:40:45",7021849423,10,1,one way
"Dec 25, 2022  13:30:26",7354618068,20,1,one way
"Dec 25, 2022  13:42:14",6803802994,5,1,one way
"Dec 25, 2022  13:45:50",8209523498,60,6,one way
"Dec 25, 2022  13:50:18",7472527952,20,1,one way
"Dec 25, 2022  13:57:30",8576708516,108,3,return
"Dec 25, 2022  14:45:45",9372274919,20,1,one way
"Dec 25, 2022  15:50:59",8876852420,20,1,one way
"Dec 25, 2022  16:06:14",8313416368,20,1,one way
"Dec 25, 2022  16:27:50",9389809054,20,1,one way
"Dec 25, 2022  16:45:42",7296274502,36,2,return
"Dec 25, 2022  16:54:37",8050603872,10,1,one way
"Dec 25, 2022  17:12:46",6969986770,20,1,one way
"Dec 25, 2022  17:50:12",6673430474,108,3,return
"Dec 25, 2022  18:30:23",8766122250,20,1,one way
"Dec 25, 2022  18:37:09",7774941646,10,1,one way
"Dec 25, 2022  18:37:52",9184615758,36,4,return
"Dec 25, 2022  19:40:22",9815666982,10,1,one way
"Dec 25, 2022  19:42:49",9808817297,60,6,one way
"Dec 25, 2022  19:44:59",7019069307,20,1,one way
"Dec 25, 2022  19:50:18",9509912976,10,1,one way
"Dec 25, 2022  21:01:09",6913616168,20,1,one way
"Dec 25, 2022  21:11:31",9109056812,20,1,one way
"Dec 25, 2022  21:13:41",6833426504,10,2,one way
"Dec 25, 2022  21:20:18",8849144109,90,5,return
"Dec 25, 2022  21:59:02",7046450619,5,1,one way
"Dec 25, 2022  22:42:40",6884394765,5,1,one way
"Dec 25, 2022  22:55:55",8415723482,10,1,one way
"Dec 26, 2022  01:08:50",8977178970,30,3,one way
"Dec 26, 2022  01:58:31",7879381716,10,1,one way
"Dec 26, 2022  02:21:42",6613715632,36,4,return
"Dec 26, 2022  02:42:00",8169504310,20,1,one way
"Dec 26, 2022  02:42:26",7327526903,5,1,one way
"Dec 26, 2022  02:52:39",9778689655,10,1,one way
"Dec 26, 2022  03:00:35",7043229815,5,1,one way
"Dec 26, 2022  03:03:10",7505693479,36,4,return
"Dec 26, 2022  03:28:48",8411042912,5,1,one way
"Dec 26, 2022  04:34:36",7994933982,9,1,return
"Dec 26, 2022  04:36:29",6876120049,20,1,one way
"Dec 26, 2022  05:56:41",8200763665,20,1,one way
"Dec 26, 2022  06:30:14",8747309091,80,4,one way
"Dec 26, 2022  07:10:42",8849050700,5,1,one way
"Dec 26, 2022  07:14:10",9425180331,108,3,return
"Dec 26, 2022  07:51:10",8064556644,80,4,one way
"Dec 26, 2022  08:38:24",7901457536,10,1,one way
"Dec 26, 2022  08:41:00",8887210849,30,3,one way
"Dec 26, 2022  09:24:03",8097043461,20,1,one way
"Dec 26, 2022  09:41:20",8535863061,10,1,one way
"Dec 26, 2022  10:12:52",8647450485,20,1,one way
"Dec 26, 2022  10:46:42",9677904524,80,4,one way
"Dec 26, 2022  11:08:27",8621986131,216,6,return
"Dec 26, 2022  11:23:00",7286413934,108,3,return
"Dec 26, 2022  11:36:32",9360537851,10,1,one way
"Dec 26, 2022  11:56:59",8860829274,90,5,return
"Dec 26, 2022  12:07:55",9531896491,5,1,one way
"Dec 26, 2022  12:23:02",7186158579,20,1,one way
"Dec 26, 2022  13:50:53",7108660468,5,1,one way
"Dec 26, 2022  14:02:41",7955485514,20,1,one way
"Dec 26, 2022  15:01:09",7091489511,10,1,one way
"Dec 26, 2022  15:16:16",8125193553,90,5,return
"Dec 26, 2022  15:37:26",7123686502,20,1,one way
"Dec 26, 2022  15:51:16",9452245615,10,2,one way
"Dec 26, 2022  15:52:08",6763471966,10,1,one way
"Dec 26, 2022  16:01:12",7483128756,5,1,one way
